Cód. IBGE;Localidades;Períodos;Leitos;Leitos (Coeficiente por mil habitantes);Leitos SUS;Leitos SUS (Coeficiente por mil habitantes);Leitos Não SUS;Leitos Não SUS (Coeficiente por mil habitantes)
3512001;Colina;2018;47;2,68;35;1,99;12;0,68
3512001;Colina;2019;47;2,67;35;1,99;12;0,68
3512100;Colômbia;2010;20;3,34;20;3,34;0;0
3512100;Colômbia;2011;30;5;20;3,33;10;1,67
3512100;Colômbia;2012;30;4,99;20;3,33;10;1,66
3512100;Colômbia;2013;30;4,99;20;3,33;10;1,66
3512100;Colômbia;2014;30;4,98;20;3,32;10;1,66
3512100;Colômbia;2015;30;4,98;20;3,32;10;1,66
3512100;Colômbia;2016;20;3,32;20;3,32;0;0
3512100;Colômbia;2017;20;3,31;20;3,31;0;0
3512100;Colômbia;2018;20;3,31;20;3,31;0;0
3512100;Colômbia;2019;20;3,31;20;3,31;0;0
3512209;Conchal;2010;60;2,38;44;1,75;16;0,63
3512209;Conchal;2011;55;2,16;44;1,73;11;0,43
3512209;Conchal;2012;52;2,03;41;1,6;11;0,43
3512209;Conchal;2013;52;2,01;41;1,59;11;0,43
3512209;Conchal;2014;52;1,99;41;1,57;11;0,42
3512209;Conchal;2015;52;1,98;41;1,56;11;0,42
3512209;Conchal;2016;52;1,96;41;1,55;11;0,42
3512209;Conchal;2017;55;2,06;50;1,87;5;0,19
3512209;Conchal;2018;52;1,93;50;1,86;2;0,07
3512209;Conchal;2019;52;1,92;42;1,55;10;0,37
3512308;Conchas;2010;44;2,7;37;2,27;7;0,43
3512308;Conchas;2011;44;2,69;37;2,26;7;0,43
3512308;Conchas;2012;42;2,55;35;2,13;7;0,43
3512308;Conchas;2013;42;2,54;42;2,54;0;0
3512308;Conchas;2014;42;2,53;42;2,53;0;0
3512308;Conchas;2015;32;1,91;32;1,91;0;0
3512308;Conchas;2016;32;1,9;32;1,9;0;0
3512308;Conchas;2017;32;1,9;32;1,9;0;0
3512308;Conchas;2018;32;1,89;32;1,89;0;0
3512308;Conchas;2019;32;1,88;32;1,88;0;0
3512407;Cordeirópolis;2010;0;0;0;0;0;0
3512407;Cordeirópolis;2011;0;0;0;0;0;0
3512407;Cordeirópolis;2012;0;0;0;0;0;0
3512407;Cordeirópolis;2013;0;0;0;0;0;0
3512407;Cordeirópolis;2014;0;0;0;0;0;0
3512407;Cordeirópolis;2015;0;0;0;0;0;0
3512407;Cordeirópolis;2016;0;0;0;0;0;0
3512407;Cordeirópolis;2017;0;0;0;0;0;0
3512407;Cordeirópolis;2018;0;0;0;0;0;0
3512407;Cordeirópolis;2019;0;0;0;0;0;0
3512506;Coroados;2010;0;0;0;0;0;0
3512506;Coroados;2011;0;0;0;0;0;0
3512506;Coroados;2012;0;0;0;0;0;0
3512506;Coroados;2013;0;0;0;0;0;0
3512506;Coroados;2014;0;0;0;0;0;0
3512506;Coroados;2015;0;0;0;0;0;0
3512506;Coroados;2016;0;0;0;0;0;0
3512506;Coroados;2017;0;0;0;0;0;0
3512506;Coroados;2018;0;0;0;0;0;0
3512506;Coroados;2019;0;0;0;0;0;0
3512605;Coronel Macedo;2010;0;0;0;0;0;0
3512605;Coronel Macedo;2011;0;0;0;0;0;0
3512605;Coronel Macedo;2012;0;0;0;0;0;0
3512605;Coronel Macedo;2013;0;0;0;0;0;0
3512605;Coronel Macedo;2014;0;0;0;0;0;0
3512605;Coronel Macedo;2015;0;0;0;0;0;0
3512605;Coronel Macedo;2016;0;0;0;0;0;0
3512605;Coronel Macedo;2017;6;1,23;6;1,23;0;0
3512605;Coronel Macedo;2018;6;1,23;6;1,23;0;0
3512605;Coronel Macedo;2019;6;1,24;6;1,24;0;0
3512704;Corumbataí;2010;0;0;0;0;0;0
3512704;Corumbataí;2011;0;0;0;0;0;0
3512704;Corumbataí;2012;0;0;0;0;0;0
3512704;Corumbataí;2013;0;0;0;0;0;0
3512704;Corumbataí;2014;0;0;0;0;0;0
3512704;Corumbataí;2015;0;0;0;0;0;0
3512704;Corumbataí;2016;0;0;0;0;0;0
3512704;Corumbataí;2017;0;0;0;0;0;0
3512704;Corumbataí;2018;0;0;0;0;0;0
3512704;Corumbataí;2019;0;0;0;0;0;0
3512803;Cosmópolis;2010;90;1,53;61;1,04;29;0,49
3512803;Cosmópolis;2011;90;1,5;61;1,02;29;0,48
3512803;Cosmópolis;2012;103;1,68;74;1,21;29;0,47
3512803;Cosmópolis;2013;103;1,65;74;1,18;29;0,46
3512803;Cosmópolis;2014;90;1,41;63;0,99;27;0,42
3512803;Cosmópolis;2015;90;1,38;63;0,96;27;0,41
3512803;Cosmópolis;2016;90;1,35;63;0,95;27;0,41
3512803;Cosmópolis;2017;90;1,33;0;0;90;1,33
3512803;Cosmópolis;2018;112;1,63;60;0,87;52;0,76
3512803;Cosmópolis;2019;68;0,97;33;0,47;35;0,5
3512902;Cosmorama;2010;0;0;0;0;0;0
3512902;Cosmorama;2011;0;0;0;0;0;0
3512902;Cosmorama;2012;0;0;0;0;0;0
3512902;Cosmorama;2013;0;0;0;0;0;0
3512902;Cosmorama;2014;0;0;0;0;0;0
3512902;Cosmorama;2015;0;0;0;0;0;0
3512902;Cosmorama;2016;0;0;0;0;0;0
3512902;Cosmorama;2017;0;0;0;0;0;0
3512902;Cosmorama;2018;0;0;0;0;0;0
3512902;Cosmorama;2019;0;0;0;0;0;0
3513009;Cotia;2010;240;1,2;176;0,88;64;0,32
3513009;Cotia;2011;253;1,23;189;0,92;64;0,31
3513009;Cotia;2012;287;1,37;189;0,9;98;0,47
3513009;Cotia;2013;287;1,34;189;0,88;98;0,46
3513009;Cotia;2014;287;1,31;109;0,5;178;0,81
3513009;Cotia;2015;289;1,28;111;0,49;178;0,79
3513009;Cotia;2016;177;0,77;111;0,48;66;0,29
3513009;Cotia;2017;503;2,15;111;0,47;392;1,68
3513009;Cotia;2018;553;2,32;111;0,47;442;1,86
3513009;Cotia;2019;667;2,75;111;0,46;556;2,29
3513108;Cravinhos;2010;23;0,73;23;0,73;0;0
3513108;Cravinhos;2011;23;0,72;23;0,72;0;0
3513108;Cravinhos;2012;15;0,47;13;0,4;2;0,06
3513108;Cravinhos;2013;15;0,46;13;0,4;2;0,06
3513108;Cravinhos;2014;15;0,46;13;0,4;2;0,06
3513108;Cravinhos;2015;15;0,45;13;0,39;2;0,06
3513108;Cravinhos;2016;15;0,45;13;0,39;2;0,06
3513108;Cravinhos;2017;15;0,45;13;0,39;2;0,06
3513108;Cravinhos;2018;15;0,44;13;0,38;2;0,06
3513108;Cravinhos;2019;15;0,44;13;0,38;2;0,06
3513207;Cristais Paulista;2010;0;0;0;0;0;0
3513207;Cristais Paulista;2011;0;0;0;0;0;0
3513207;Cristais Paulista;2012;0;0;0;0;0;0
3513207;Cristais Paulista;2013;0;0;0;0;0;0
3513207;Cristais Paulista;2014;0;0;0;0;0;0
3513207;Cristais Paulista;2015;0;0;0;0;0;0
3513207;Cristais Paulista;2016;0;0;0;0;0;0
3513207;Cristais Paulista;2017;0;0;0;0;0;0
3513207;Cristais Paulista;2018;0;0;0;0;0;0
3513207;Cristais Paulista;2019;0;0;0;0;0;0
3513306;Cruzália;2010;0;0;0;0;0;0
3513306;Cruzália;2011;0;0;0;0;0;0
3513306;Cruzália;2012;0;0;0;0;0;0
3513306;Cruzália;2013;0;0;0;0;0;0
3513306;Cruzália;2014;0;0;0;0;0;0
3513306;Cruzália;2015;0;0;0;0;0;0
3513306;Cruzália;2016;0;0;0;0;0;0
3513306;Cruzália;2017;0;0;0;0;0;0
3513306;Cruzália;2018;0;0;0;0;0;0
3513306;Cruzália;2019;0;0;0;0;0;0
3513405;Cruzeiro;2010;152;1,97;107;1,39;45;0,58
3513405;Cruzeiro;2011;152;1,97;107;1,38;45;0,58
3513405;Cruzeiro;2012;152;1,96;107;1,38;45;0,58
3513405;Cruzeiro;2013;156;2;111;1,42;45;0,58
3513405;Cruzeiro;2014;156;1,99;111;1,42;45;0,57
3513405;Cruzeiro;2015;120;1,53;77;0,98;43;0,55
3513405;Cruzeiro;2016;120;1,52;77;0,98;43;0,55
3513405;Cruzeiro;2017;122;1,54;77;0,97;45;0,57
3513405;Cruzeiro;2018;120;1,51;84;1,06;36;0,45
3513405;Cruzeiro;2019;103;1,29;67;0,84;36;0,45
3513504;Cubatão;2010;150;1,26;134;1,13;16;0,13
3513504;Cubatão;2011;150;1,25;134;1,12;16;0,13
3513504;Cubatão;2012;138;1,14;134;1,11;4;0,03
3513504;Cubatão;2013;138;1,13;134;1,1;4;0,03
3513504;Cubatão;2014;138;1,12;134;1,09;4;0,03
3513504;Cubatão;2015;138;1,11;134;1,08;4;0,03
3513504;Cubatão;2016;145;1,16;141;1,13;4;0,03
3513504;Cubatão;2017;118;0,94;66;0,52;52;0,41
3513504;Cubatão;2018;118;0,93;66;0,52;52;0,41
3513504;Cubatão;2019;118;0,92;66;0,52;52;0,41
3513603;Cunha;2010;40;1,83;24;1,1;16;0,73
3513603;Cunha;2011;40;1,83;24;1,1;16;0,73
3513603;Cunha;2012;40;1,83;24;1,1;16;0,73
3513603;Cunha;2013;40;1,84;25;1,15;15;0,69
3513603;Cunha;2014;44;2,02;29;1,33;15;0,69
3513603;Cunha;2015;40;1,84;25;1,15;15;0,69
3513603;Cunha;2016;40;1,84;25;1,15;15;0,69
3513603;Cunha;2017;40;1,84;25;1,15;15;0,69
3513603;Cunha;2018;40;1,84;25;1,15;15;0,69
3513603;Cunha;2019;40;1,84;25;1,15;15;0,69
3513702;Descalvado;2010;57;1,84;23;0,74;34;1,1
3513702;Descalvado;2011;57;1,83;23;0,74;34;1,09
3513702;Descalvado;2012;38;1,21;23;0,73;15;0,48
3513702;Descalvado;2013;38;1,21;23;0,73;15;0,48
3513702;Descalvado;2014;38;1,2;23;0,73;15;0,47
3513702;Descalvado;2015;40;1,26;25;0,79;15;0,47
3513702;Descalvado;2016;40;1,25;25;0,78;15;0,47
3513702;Descalvado;2017;40;1,25;25;0,78;15;0,47
3513702;Descalvado;2018;40;1,24;25;0,78;15;0,47
3513702;Descalvado;2019;40;1,24;25;0,77;15;0,46
3513801;Diadema;2010;565;1,46;492;1,28;73;0,19
3513801;Diadema;2011;567;1,46;494;1,27;73;0,19
3513801;Diadema;2012;658;1,69;585;1,5;73;0,19
3513801;Diadema;2013;720;1,84;574;1,46;146;0,37
3513801;Diadema;2014;635;1,61;566;1,44;69;0,18
3513801;Diadema;2015;635;1,6;566;1,43;69;0,17
3513801;Diadema;2016;624;1,57;555;1,39;69;0,17
3513801;Diadema;2017;624;1,56;545;1,36;79;0,2
3513801;Diadema;2018;634;1,58;555;1,38;79;0,2
3513801;Diadema;2019;624;1,55;555;1,38;69;0,17
3513850;Dirce Reis;2010;0;0;0;0;0;0
3513850;Dirce Reis;2011;0;0;0;0;0;0
3513850;Dirce Reis;2012;0;0;0;0;0;0
3513850;Dirce Reis;2013;0;0;0;0;0;0
3513850;Dirce Reis;2014;0;0;0;0;0;0
3513850;Dirce Reis;2015;0;0;0;0;0;0
3513850;Dirce Reis;2016;0;0;0;0;0;0
3513850;Dirce Reis;2017;0;0;0;0;0;0
3513850;Dirce Reis;2018;0;0;0;0;0;0
3513850;Dirce Reis;2019;0;0;0;0;0;0
3513900;Divinolândia;2010;204;18,19;195;17,39;9;0,8
3513900;Divinolândia;2011;204;18,26;195;17,45;9;0,81
3513900;Divinolândia;2012;198;17,78;198;17,78;0;0
3513900;Divinolândia;2013;198;17,84;198;17,84;0;0
3513900;Divinolândia;2014;198;17,9;198;17,9;0;0
3513900;Divinolândia;2015;192;17,42;192;17,42;0;0
3513900;Divinolândia;2016;192;17,47;192;17,47;0;0
3513900;Divinolândia;2017;186;16,96;186;16,96;0;0
3513900;Divinolândia;2018;186;17;186;17;0;0
3513900;Divinolândia;2019;186;17,04;186;17,04;0;0
3514007;Dobrada;2010;0;0;0;0;0;0
3514007;Dobrada;2011;0;0;0;0;0;0
3514007;Dobrada;2012;0;0;0;0;0;0
3514007;Dobrada;2013;0;0;0;0;0;0
3514007;Dobrada;2014;0;0;0;0;0;0
3514007;Dobrada;2015;0;0;0;0;0;0
3514007;Dobrada;2016;0;0;0;0;0;0
3514007;Dobrada;2017;0;0;0;0;0;0
3514007;Dobrada;2018;0;0;0;0;0;0
3514007;Dobrada;2019;0;0;0;0;0;0
3514106;Dois Córregos;2010;65;2,63;44;1,78;21;0,85
3514106;Dois Córregos;2011;65;2,6;44;1,76;21;0,84
3514106;Dois Córregos;2012;65;2,58;44;1,75;21;0,83
3514106;Dois Córregos;2013;67;2,64;47;1,85;20;0,79
3514106;Dois Córregos;2014;67;2,61;47;1,83;20;0,78
3514106;Dois Córregos;2015;67;2,59;47;1,82;20;0,77
3514106;Dois Córregos;2016;67;2,57;47;1,8;20;0,77
3514106;Dois Córregos;2017;67;2,55;47;1,79;20;0,76
3514106;Dois Córregos;2018;67;2,53;47;1,77;20;0,75
3514106;Dois Córregos;2019;67;2,5;47;1,76;20;0,75
3514205;Dolcinópolis;2010;0;0;0;0;0;0
3514205;Dolcinópolis;2011;0;0;0;0;0;0
3514205;Dolcinópolis;2012;0;0;0;0;0;0
3514205;Dolcinópolis;2013;0;0;0;0;0;0
3514205;Dolcinópolis;2014;0;0;0;0;0;0
3514205;Dolcinópolis;2015;0;0;0;0;0;0
3514205;Dolcinópolis;2016;0;0;0;0;0;0
3514205;Dolcinópolis;2017;0;0;0;0;0;0
3514205;Dolcinópolis;2018;0;0;0;0;0;0
3514205;Dolcinópolis;2019;0;0;0;0;0;0
3514304;Dourado;2010;18;2,09;12;1,39;6;0,7
3514304;Dourado;2011;18;2,09;12;1,4;6;0,7
3514304;Dourado;2012;18;2,1;12;1,4;6;0,7
3514304;Dourado;2013;18;2,1;12;1,4;6;0,7
3514304;Dourado;2014;18;2,1;12;1,4;6;0,7
3514304;Dourado;2015;19;2,22;16;1,87;3;0,35
3514304;Dourado;2016;19;2,23;16;1,88;3;0,35
3514304;Dourado;2017;18;2,11;18;2,11;0;0
3514304;Dourado;2018;14;1,65;14;1,65;0;0
3514304;Dourado;2019;14;1,65;14;1,65;0;0
3514403;Dracena;2010;143;3,31;108;2,5;35;0,81
3514403;Dracena;2011;143;3,29;108;2,49;35;0,81
3514403;Dracena;2012;143;3,28;108;2,48;35;0,8
3514403;Dracena;2013;143;3,26;108;2,46;35;0,8
3514403;Dracena;2014;143;3,25;108;2,45;35;0,79
3514403;Dracena;2015;143;3,23;108;2,44;35;0,79
3514403;Dracena;2016;143;3,22;108;2,43;35;0,79
3514403;Dracena;2017;143;3,21;108;2,42;35;0,79
3514403;Dracena;2018;143;3,2;108;2,42;35;0,78
3514403;Dracena;2019;143;3,19;108;2,41;35;0,78
3514502;Duartina;2010;82;6,69;77;6,28;5;0,41
3514502;Duartina;2011;82;6,71;77;6,3;5;0,41
3514502;Duartina;2012;82;6,72;77;6,31;5;0,41
3514502;Duartina;2013;82;6,74;77;6,33;5;0,41
3514502;Duartina;2014;82;6,75;77;6,34;5;0,41
3514502;Duartina;2015;87;7,18;77;6,36;10;0,83
3514502;Duartina;2016;87;7,2;77;6,37;10;0,83
3514502;Duartina;2017;87;7,21;77;6,39;10;0,83
3514502;Duartina;2018;87;7,23;77;6,4;10;0,83
3514502;Duartina;2019;87;7,25;77;6,42;10;0,83
3514601;Dumont;2010;0;0;0;0;0;0
3514601;Dumont;2011;0;0;0;0;0;0
3514601;Dumont;2012;0;0;0;0;0;0
3514601;Dumont;2013;0;0;0;0;0;0
3514601;Dumont;2014;0;0;0;0;0;0
3514601;Dumont;2015;0;0;0;0;0;0
3514601;Dumont;2016;0;0;0;0;0;0
3514601;Dumont;2017;0;0;0;0;0;0
3514601;Dumont;2018;0;0;0;0;0;0
3514601;Dumont;2019;0;0;0;0;0;0
3514700;Echaporã;2010;0;0;0;0;0;0
3514700;Echaporã;2011;0;0;0;0;0;0
3514700;Echaporã;2012;0;0;0;0;0;0
3514700;Echaporã;2013;0;0;0;0;0;0
3514700;Echaporã;2014;0;0;0;0;0;0
3514700;Echaporã;2015;0;0;0;0;0;0
3514700;Echaporã;2016;0;0;0;0;0;0
3514700;Echaporã;2017;0;0;0;0;0;0
3514700;Echaporã;2018;0;0;0;0;0;0
3514700;Echaporã;2019;0;0;0;0;0;0
3514809;Eldorado;2010;7;0,48;7;0,48;0;0
3514809;Eldorado;2011;7;0,48;7;0,48;0;0
3514809;Eldorado;2012;2;0,14;2;0,14;0;0
3514809;Eldorado;2013;2;0,14;2;0,14;0;0
3514809;Eldorado;2014;2;0,14;2;0,14;0;0
3514809;Eldorado;2015;2;0,13;2;0,13;0;0
3514809;Eldorado;2016;2;0,13;2;0,13;0;0
3514809;Eldorado;2017;2;0,13;2;0,13;0;0
3514809;Eldorado;2018;2;0,13;2;0,13;0;0
3514809;Eldorado;2019;2;0,13;2;0,13;0;0
3514908;Elias Fausto;2010;6;0,38;6;0,38;0;0
3514908;Elias Fausto;2011;6;0,38;6;0,38;0;0
3514908;Elias Fausto;2012;6;0,37;6;0,37;0;0
3514908;Elias Fausto;2013;6;0,37;6;0,37;0;0
3514908;Elias Fausto;2014;6;0,37;6;0,37;0;0
3514908;Elias Fausto;2015;6;0,36;6;0,36;0;0
3514908;Elias Fausto;2016;6;0,36;6;0,36;0;0
3514908;Elias Fausto;2017;6;0,36;6;0,36;0;0
3514908;Elias Fausto;2018;6;0,35;6;0,35;0;0
3514908;Elias Fausto;2019;6;0,35;6;0,35;0;0
3514924;Elisiário;2010;0;0;0;0;0;0
3514924;Elisiário;2011;0;0;0;0;0;0
3514924;Elisiário;2012;0;0;0;0;0;0
3514924;Elisiário;2013;0;0;0;0;0;0
3514924;Elisiário;2014;0;0;0;0;0;0
3514924;Elisiário;2015;0;0;0;0;0;0
3514924;Elisiário;2016;0;0;0;0;0;0
3514924;Elisiário;2017;0;0;0;0;0;0
3514924;Elisiário;2018;0;0;0;0;0;0
3514924;Elisiário;2019;0;0;0;0;0;0
3514957;Embaúba;2010;0;0;0;0;0;0
3514957;Embaúba;2011;0;0;0;0;0;0
3514957;Embaúba;2012;0;0;0;0;0;0
3514957;Embaúba;2013;0;0;0;0;0;0
3514957;Embaúba;2014;0;0;0;0;0;0
3514957;Embaúba;2015;0;0;0;0;0;0
3514957;Embaúba;2016;0;0;0;0;0;0
3514957;Embaúba;2017;0;0;0;0;0;0
3514957;Embaúba;2018;0;0;0;0;0;0
3514957;Embaúba;2019;0;0;0;0;0;0
3515004;Embu das Artes;2010;81;0,34;81;0,34;0;0
3515004;Embu das Artes;2011;83;0,34;83;0,34;0;0
3515004;Embu das Artes;2012;77;0,31;77;0,31;0;0
3515004;Embu das Artes;2013;71;0,28;71;0,28;0;0
3515004;Embu das Artes;2014;72;0,28;72;0,28;0;0
3515004;Embu das Artes;2015;81;0,32;76;0,3;5;0,02
3515004;Embu das Artes;2016;94;0,36;89;0,34;5;0,02
3515004;Embu das Artes;2017;94;0,36;89;0,34;5;0,02
3515004;Embu das Artes;2018;94;0,36;89;0,34;5;0,02
3515004;Embu das Artes;2019;244;0,91;89;0,33;155;0,58
3515103;Embu-Guaçu;2010;21;0,33;21;0,33;0;0
3515103;Embu-Guaçu;2011;21;0,33;21;0,33;0;0
3515103;Embu-Guaçu;2012;16;0,25;16;0,25;0;0
3515103;Embu-Guaçu;2013;16;0,25;16;0,25;0;0
3515103;Embu-Guaçu;2014;16;0,25;16;0,25;0;0
3515103;Embu-Guaçu;2015;16;0,24;16;0,24;0;0
3515103;Embu-Guaçu;2016;16;0,24;16;0,24;0;0
3515103;Embu-Guaçu;2017;16;0,24;16;0,24;0;0
3515103;Embu-Guaçu;2018;16;0,24;16;0,24;0;0
3515103;Embu-Guaçu;2019;17;0,25;17;0,25;0;0
3515129;Emilianópolis;2010;0;0;0;0;0;0
3515129;Emilianópolis;2011;0;0;0;0;0;0
3515129;Emilianópolis;2012;0;0;0;0;0;0
3515129;Emilianópolis;2013;0;0;0;0;0;0
3515129;Emilianópolis;2014;0;0;0;0;0;0
3515129;Emilianópolis;2015;0;0;0;0;0;0
3515129;Emilianópolis;2016;0;0;0;0;0;0
3515129;Emilianópolis;2017;0;0;0;0;0;0
3515129;Emilianópolis;2018;0;0;0;0;0;0
3515129;Emilianópolis;2019;0;0;0;0;0;0
3515152;Engenheiro Coelho;2010;0;0;0;0;0;0
3515152;Engenheiro Coelho;2011;0;0;0;0;0;0
3515152;Engenheiro Coelho;2012;0;0;0;0;0;0
3515152;Engenheiro Coelho;2013;0;0;0;0;0;0
3515152;Engenheiro Coelho;2014;0;0;0;0;0;0
3515152;Engenheiro Coelho;2015;0;0;0;0;0;0
3515152;Engenheiro Coelho;2016;0;0;0;0;0;0
3515152;Engenheiro Coelho;2017;0;0;0;0;0;0
3515152;Engenheiro Coelho;2018;0;0;0;0;0;0
3515152;Engenheiro Coelho;2019;0;0;0;0;0;0
3515186;Espírito Santo do Pinhal;2010;465;11,1;373;8,9;92;2,2
3515186;Espírito Santo do Pinhal;2011;465;11,08;373;8,89;92;2,19
3515186;Espírito Santo do Pinhal;2012;458;10,89;369;8,77;89;2,12
3515186;Espírito Santo do Pinhal;2013;458;10,87;369;8,76;89;2,11
3515186;Espírito Santo do Pinhal;2014;458;10,85;369;8,74;89;2,11
3515186;Espírito Santo do Pinhal;2015;458;10,83;369;8,72;89;2,1
3515186;Espírito Santo do Pinhal;2016;454;10,72;366;8,64;88;2,08
3515186;Espírito Santo do Pinhal;2017;453;10,68;365;8,61;88;2,08
3515186;Espírito Santo do Pinhal;2018;453;10,67;361;8,5;92;2,17
3515186;Espírito Santo do Pinhal;2019;452;10,63;354;8,33;98;2,3
3515194;Espírito Santo do Turvo;2010;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2011;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2012;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2013;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2014;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2015;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2016;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2017;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2018;0;0;0;0;0;0
3515194;Espírito Santo do Turvo;2019;0;0;0;0;0;0
3557303;Estiva Gerbi;2010;0;0;0;0;0;0
3557303;Estiva Gerbi;2011;0;0;0;0;0;0
3557303;Estiva Gerbi;2012;0;0;0;0;0;0
3557303;Estiva Gerbi;2013;0;0;0;0;0;0
3557303;Estiva Gerbi;2014;0;0;0;0;0;0
3557303;Estiva Gerbi;2015;0;0;0;0;0;0
3557303;Estiva Gerbi;2016;0;0;0;0;0;0
3557303;Estiva Gerbi;2017;0;0;0;0;0;0
3557303;Estiva Gerbi;2018;0;0;0;0;0;0
3557303;Estiva Gerbi;2019;0;0;0;0;0;0
3515202;Estrela d'Oeste;2010;14;1,71;9;1,1;5;0,61
3515202;Estrela d'Oeste;2011;14;1,71;9;1,1;5;0,61
3515202;Estrela d'Oeste;2012;14;1,71;9;1,1;5;0,61
3515202;Estrela d'Oeste;2013;50;6,11;30;3,67;20;2,45
3515202;Estrela d'Oeste;2014;50;6,12;30;3,67;20;2,45
3515202;Estrela d'Oeste;2015;50;6,13;30;3,68;20;2,45
3515202;Estrela d'Oeste;2016;50;6,14;30;3,68;20;2,46
3515202;Estrela d'Oeste;2017;50;6,15;45;5,53;5;0,61
3515202;Estrela d'Oeste;2018;50;6,16;45;5,54;5;0,62
3515202;Estrela d'Oeste;2019;66;8,14;61;7,52;5;0,62
3515301;Estrela do Norte;2010;0;0;0;0;0;0
3515301;Estrela do Norte;2011;0;0;0;0;0;0
3515301;Estrela do Norte;2012;0;0;0;0;0;0
3515301;Estrela do Norte;2013;0;0;0;0;0;0
3515301;Estrela do Norte;2014;0;0;0;0;0;0
3515301;Estrela do Norte;2015;0;0;0;0;0;0
3515301;Estrela do Norte;2016;0;0;0;0;0;0
3515301;Estrela do Norte;2017;0;0;0;0;0;0
3515301;Estrela do Norte;2018;0;0;0;0;0;0
3515301;Estrela do Norte;2019;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2010;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2011;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2012;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2013;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2014;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2015;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2016;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2017;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2018;0;0;0;0;0;0
3515350;Euclides da Cunha Paulista;2019;0;0;0;0;0;0
3515400;Fartura;2010;26;1,7;17;1,11;9;0,59
3515400;Fartura;2011;26;1,69;17;1,11;9;0,59
3515400;Fartura;2012;26;1,69;17;1,11;9;0,59
3515400;Fartura;2013;26;1,69;17;1,1;9;0,58
3515400;Fartura;2014;26;1,68;17;1,1;9;0,58
3515400;Fartura;2015;20;1,29;12;0,78;8;0,52
3515400;Fartura;2016;20;1,29;12;0,77;8;0,52
3515400;Fartura;2017;20;1,29;12;0,77;8;0,51
3515400;Fartura;2018;20;1,28;12;0,77;8;0,51
3515400;Fartura;2019;20;1,28;12;0,77;8;0,51
3515608;Fernando Prestes;2010;0;0;0;0;0;0
3515608;Fernando Prestes;2011;0;0;0;0;0;0
3515608;Fernando Prestes;2012;0;0;0;0;0;0
3515608;Fernando Prestes;2013;0;0;0;0;0;0
3515608;Fernando Prestes;2014;0;0;0;0;0;0
3515608;Fernando Prestes;2015;0;0;0;0;0;0
3515608;Fernando Prestes;2016;0;0;0;0;0;0
3515608;Fernando Prestes;2017;0;0;0;0;0;0
3515608;Fernando Prestes;2018;0;0;0;0;0;0
3515608;Fernando Prestes;2019;0;0;0;0;0;0
3515509;Fernandópolis;2010;172;2,66;92;1,42;80;1,24
3515509;Fernandópolis;2011;172;2,65;92;1,42;80;1,23
3515509;Fernandópolis;2012;172;2,65;92;1,41;80;1,23
3515509;Fernandópolis;2013;172;2,64;92;1,41;80;1,23
3515509;Fernandópolis;2014;180;2,75;90;1,38;90;1,38
3515509;Fernandópolis;2015;180;2,75;84;1,28;96;1,46
3515509;Fernandópolis;2016;130;1,98;84;1,28;46;0,7
3515509;Fernandópolis;2017;135;2,05;84;1,28;51;0,78
3515509;Fernandópolis;2018;135;2,05;84;1,27;51;0,77
3515509;Fernandópolis;2019;135;2,05;84;1,27;51;0,77
3515657;Fernão;2010;0;0;0;0;0;0
3515657;Fernão;2011;0;0;0;0;0;0
3515657;Fernão;2012;0;0;0;0;0;0
3515657;Fernão;2013;0;0;0;0;0;0
3515657;Fernão;2014;0;0;0;0;0;0
3515657;Fernão;2015;0;0;0;0;0;0
3515657;Fernão;2016;0;0;0;0;0;0
3515657;Fernão;2017;0;0;0;0;0;0
3515657;Fernão;2018;0;0;0;0;0;0
3515657;Fernão;2019;0;0;0;0;0;0
3515707;Ferraz de Vasconcelos;2010;189;1,12;189;1,12;0;0
3515707;Ferraz de Vasconcelos;2011;193;1,13;193;1,13;0;0
3515707;Ferraz de Vasconcelos;2012;193;1,12;193;1,12;0;0
3515707;Ferraz de Vasconcelos;2013;193;1,1;193;1,1;0;0
3515707;Ferraz de Vasconcelos;2014;258;1,45;258;1,45;0;0
3515707;Ferraz de Vasconcelos;2015;191;1,06;191;1,06;0;0
3515707;Ferraz de Vasconcelos;2016;189;1,03;189;1,03;0;0
3515707;Ferraz de Vasconcelos;2017;189;1,02;189;1,02;0;0
3515707;Ferraz de Vasconcelos;2018;189;1,01;189;1,01;0;0
